Ortsnetzkennzahl,Ortsnetzname,Bundesland,PLZ
00492683,Asbach Westerw,Rheinland-Pfalz,53567; 53567; 53547; 57635; 53577
00492684,Puderbach Westerw,Rheinland-Pfalz,57614; 57614; 56305; 56307; 56316; 56307; 56317; 56305; 56316; 57614; 57639; 56593; 56305; 57614; 56316; 57639; 57614; 56317; 57614
00492685,Flammersfeld,Rheinland-Pfalz,57632; 57632; 57632; 57632; 57632; 57632; 57632; 57641; 57638; 57632; 57632; 57632; 57632; 57632; 57632; 57632; 57632
00492686,Weyerbusch,Rheinland-Pfalz,57635; 57635; 57635; 57635; 57635; 57635; 57635; 57635; 57635; 57635; 57632; 57635; 57635
00492687,Horhausen Westerwald,Rheinland-Pfalz,56593; 56593; 56379; 56593; 53547; 56593; 56593; 56593; 56593; 56594
00492688,Kroppach,Rheinland-Pfalz,57627; 57614; 57612; 57629; 57627; 57612; 57610; 57612; 57612; 57627; 57629; 57614; 57629
00492689,Dierdorf,Rheinland-Pfalz,56307; 56269; 56276; 56271; 56269; 56271; 56276
00492691,Adenau,Rheinland-Pfalz,53518; 53534; 53520; 53518; 53518; 53520; 53534; 53518; 53518; 53520; 53520; 53534; 53518; 53520; 53534; 53518; 53534
00492692,Kelberg,Rheinland-Pfalz,53534; 54552; 56769; 53539; 53539; 54552; 53539; 54552; 53539; 56766; 54552; 54552; 53539; 53539; 56767; 56767; 53520; 54552; 53539; 56767; 56767; 53539
00492693,Antweiler,Rheinland-Pfalz,53533; 53533; 53533; 53533; 53534; 53533; 53533; 53520
00492694,Wershofen,Rheinland-Pfalz,53533; 53520; 53520; 53520
00492695,Insul,Rheinland-Pfalz,53520; 53520; 53520; 53520; 53520; 53520
00492696,Nohn Eifel,Rheinland-Pfalz,53539; 53520; 54578; 53520; 53520; 54579
00492697,Blankenheim-Ahrhütte,Rheinland-Pfalz,NA
0049271,Siegen,Nordrhein-Westfalen,57072; 57074; 57076; 57078; 57080
00492721,Lennestadt,Nordrhein-Westfalen,57413; 57368
00492722,Attendorn,Nordrhein-Westfalen,57439
00492723,Kirchhundem,Nordrhein-Westfalen,57399
00492724,Finnentrop-Serkenrode,Nordrhein-Westfalen,NA
00492725,Lennestadt-Oedingen,Nordrhein-Westfalen,NA
00492732,Kreuztal,Nordrhein-Westfalen,57223
00492733,Hilchenbach,Nordrhein-Westfalen,57271
00492734,Freudenberg Westf,Nordrhein-Westfalen,57258; 57572
00492735,Neunkirchen Siegerl,Nordrhein-Westfalen,57290
00492736,Burbach Siegerl,Nordrhein-Westfalen,57299
00492737,Netphen-Deuz,Nordrhein-Westfalen,NA
00492738,Netphen,Nordrhein-Westfalen,57250
00492739,Wilnsdorf,Nordrhein-Westfalen,57234
00492741,Betzdorf,Rheinland-Pfalz,57518; 57518; 57555; 57520; 57581; 57548; 57572; 57584; 57520; 57584
00492742,Wissen,Rheinland-Pfalz,57587; 57539; 57580; 57537; 57537; 57537; 57537; 57537; 57537; 57587; 57539; 57537; 57537; 57537
00492743,Daaden,Rheinland-Pfalz,57567; 57520; 57520; 57520; 57520; 57520; 57586
00492744,Herdorf,Rheinland-Pfalz,57562
00492745,Brachbach Sieg,Rheinland-Pfalz,57555; 57555
00492747,Molzhain,Rheinland-Pfalz,57520; 57580; 57578; 57580; 57520; 57629; 57520; 57583; 57520; 57520; 57520; 57518
00492750,Diedenshausen,Nordrhein-Westfalen,NA
00492751,Bad Berleburg,Nordrhein-Westfalen,57319
00492752,Bad Laasphe,Nordrhein-Westfalen,57334
00492753,Erndtebrück,Nordrhein-Westfalen,57339
00492754,Bad Laasphe-Feudingen,Nordrhein-Westfalen,NA
00492755,Bad Berleburg-Schwarzenau,Nordrhein-Westfalen,NA
00492758,Bad Berleburg-Girkhausen,Nordrhein-Westfalen,NA
00492759,Bad Berleburg-Aue,Nordrhein-Westfalen,NA
00492761,Olpe Biggesee,Nordrhein-Westfalen,57489; 57462
00492762,Wenden Südsauerland,Nordrhein-Westfalen,57482
00492763,Drolshagen-Bleche,Nordrhein-Westfalen,NA
00492764,Welschen Ennest,Nordrhein-Westfalen,NA
00492770,Eschenburg,Hessen,35713
00492771,Dillenburg,Hessen,35683; 35684; 35685; 35686; 35687; 35688; 35689; 35690
00492772,Herborn Hess,Hessen,35745; 35745; 35756; 35764
00492773,Haiger,Hessen,35708
00492774,Dietzhölztal,Hessen,35716
00492775,Driedorf,Hessen,35759
00492776,Bad Endbach-Hartenrod,Hessen,35080
00492777,Breitscheid Hess,Hessen,35767
00492778,Siegbach,Hessen,35768
00492779,Greifenstein-Beilstein,Hessen,NA
00492801,Xanten,Nordrhein-Westfalen,46509
00492802,Alpen,Nordrhein-Westfalen,46519
00492803,Wesel-Büderich,Nordrhein-Westfalen,NA
00492804,Xanten-Marienbaum,Nordrhein-Westfalen,NA
0049281,Wesel,Nordrhein-Westfalen,46483; 46485; 46487
00492821,Kleve Niederrhein,Nordrhein-Westfalen,47551; 47533
00492822,Emmerich,Nordrhein-Westfalen,46446
00492823,Goch,Nordrhein-Westfalen,47574
00492824,Kalkar,Nordrhein-Westfalen,47546
00492825,Uedem,Nordrhein-Westfalen,47589
00492826,Kranenburg Niederrhein,Nordrhein-Westfalen,47559
00492827,Goch-Hassum,Nordrhein-Westfalen,NA
00492828,Emmerich-Elten,Nordrhein-Westfalen,NA
00492831,Geldern,Nordrhein-Westfalen,47608
00492832,Kevelaer,Nordrhein-Westfalen,47623; 47624; 47625; 47626; 47627
00492833,Kerken,Nordrhein-Westfalen,47647
00492834,Straelen,Nordrhein-Westfalen,47638
00492835,Issum,Nordrhein-Westfalen,47661
00492836,Wachtendonk,Nordrhein-Westfalen,47669
00492837,Weeze,Nordrhein-Westfalen,47652
00492838,Sonsbeck,Nordrhein-Westfalen,47665
00492839,Straelen-Herongen,Nordrhein-Westfalen,NA
00492841,Moers,Nordrhein-Westfalen,47441; 47443; 47445; 47447
00492842,Kamp-Lintfort,Nordrhein-Westfalen,47475
00492843,Rheinberg,Nordrhein-Westfalen,47495
00492844,Rheinberg-Orsoy,Nordrhein-Westfalen,NA
00492845,Neukirchen-Vluyn,Nordrhein-Westfalen,47506; 47506; 47509
00492850,Rees-Haldern,Nordrhein-Westfalen,NA
00492851,Rees,Nordrhein-Westfalen,46459
00492852,Hamminkeln,Nordrhein-Westfalen,46499
00492853,Schermbeck,Nordrhein-Westfalen,46514
00492855,Voerde Niederrhein,Nordrhein-Westfalen,46562
00492856,Hamminkeln-Brünen,Nordrhein-Westfalen,NA
00492857,Rees-Mehr,Nordrhein-Westfalen,NA
00492858,Hünxe,Nordrhein-Westfalen,46569
00492859,Wesel-Bislich,Nordrhein-Westfalen,NA
00492861,Borken Westf,Nordrhein-Westfalen,46325
00492862,Südlohn,Nordrhein-Westfalen,46354
00492863,Velen,Nordrhein-Westfalen,46342
00492864,Reken,Nordrhein-Westfalen,48734
00492865,Raesfeld,Nordrhein-Westfalen,46348
00492866,Dorsten-Rhade,Nordrhein-Westfalen,NA
00492867,Heiden Kr Borken,Nordrhein-Westfalen,46359
00492871,Bocholt,Nordrhein-Westfalen,46395; 46397; 46399
00492872,Rhede Westf,Nordrhein-Westfalen,46414
00492873,Isselburg-Werth,Nordrhein-Westfalen,NA
00492874,Isselburg,Nordrhein-Westfalen,46419
00492902,Warstein,Nordrhein-Westfalen,59581
00492903,Meschede-Freienohl,Nordrhein-Westfalen,NA
00492904,Bestwig,Nordrhein-Westfalen,59909
00492905,Bestwig-Ramsbeck,Nordrhein-Westfalen,NA
0049291,Meschede,Nordrhein-Westfalen,59872
00492921,Soest,Nordrhein-Westfalen,59494
00492922,Werl,Nordrhein-Westfalen,59457
00492923,Lippetal-Herzfeld,Nordrhein-Westfalen,59510
00492924,Möhnesee,Nordrhein-Westfalen,59519
00492925,Warstein-Allagen,Nordrhein-Westfalen,NA
00492927,Neuengeseke,Nordrhein-Westfalen,59505
00492928,Soest-Ostönnen,Nordrhein-Westfalen,NA
00492931,Arnsberg,Nordrhein-Westfalen,59755; 59757; 59759; 59821; 59823
00492932,Neheim-Hüsten,Nordrhein-Westfalen,NA
00492933,Sundern Sauerland,Nordrhein-Westfalen,59846
00492934,Sundern-Altenhellefeld,Nordrhein-Westfalen,NA
00492935,Sundern-Hachen,Nordrhein-Westfalen,NA
00492937,Arnsberg-Oeventrop,Nordrhein-Westfalen,NA
00492938,Ense,Nordrhein-Westfalen,59469
00492941,Lippstadt,Nordrhein-Westfalen,59555; 59556; 59557; 59558
00492942,Geseke,Nordrhein-Westfalen,59590
00492943,Erwitte,Nordrhein-Westfalen,59597
00492944,Rietberg-Mastholte,Nordrhein-Westfalen,NA
00492945,Lippstadt-Benninghausen,Nordrhein-Westfalen,NA
00492947,Anröchte,Nordrhein-Westfalen,59609
00492948,Lippstadt-Rebbeke,Nordrhein-Westfalen,NA
00492951,Büren,Nordrhein-Westfalen,33142
00492952,Rüthen,Nordrhein-Westfalen,59602
00492953,Wünnenberg,Nordrhein-Westfalen,33181
00492954,Rüthen-Oestereiden,Nordrhein-Westfalen,NA
00492955,Büren-Wewelsburg,Nordrhein-Westfalen,NA
00492957,Wünnenberg-Haaren,Nordrhein-Westfalen,NA
00492958,Büren-Harth,Nordrhein-Westfalen,NA
00492961,Brilon,Nordrhein-Westfalen,59929
00492962,Olsberg,Nordrhein-Westfalen,59939
00492963,Brilon-Messinghausen,Nordrhein-Westfalen,NA
00492964,Brilon-Alme,Nordrhein-Westfalen,NA
00492971,Schmallenberg-Dorlar,Nordrhein-Westfalen,NA
00492972,Schmallenberg,Nordrhein-Westfalen,57392
00492973,Eslohe Sauerland,Nordrhein-Westfalen,59889
00492974,Schmallenberg-Fredeburg,Nordrhein-Westfalen,NA
00492975,Schmallenberg-Oberkirchen,Nordrhein-Westfalen,NA
00492977,Schmallenberg-Bödefeld,Nordrhein-Westfalen,NA
00492981,Winterberg Westf,Nordrhein-Westfalen,59955
00492982,Medebach,Nordrhein-Westfalen,59964
00492983,Winterberg-Siedlinghausen,Nordrhein-Westfalen,NA
00492984,Hallenberg,Nordrhein-Westfalen,59969; 59969
00492985,Winterberg-Niedersfeld,Nordrhein-Westfalen,NA
00492991,Marsberg-Bredelar,Nordrhein-Westfalen,NA
00492992,Marsberg,Nordrhein-Westfalen,34431
00492993,Marsberg-Canstein,Nordrhein-Westfalen,NA
00492994,Marsberg-Westheim,Nordrhein-Westfalen,NA
004930,Berlin,Berlin,16356; 10115; 10117; 10119; 10178; 10179; 10243; 10245; 10247; 10249; 10315; 10317; 10318; 10319; 10365; 10367; 10369; 10405; 10407; 10409; 10435; 10437; 10439; 10551; 10553; 10555; 10557; 10559; 10585; 10587; 10589; 10623; 10625; 10627; 10629; 10707; 10709; 10711; 10713; 10715; 10717; 10719; 10777; 10779; 10781; 10783; 10785; 10787; 10789; 10823; 10825; 10827; 10829; 10961; 10963; 10965; 10967; 10969; 10997; 10999; 12043; 12045; 12047; 12049; 12051; 12053; 12055; 12057; 12059; 12099; 12101; 12103; 12105; 12107; 12109; 12157; 12159; 12161; 12163; 12165; 12167; 12169; 12203; 12205; 12207; 12209; 12247; 12249; 12277; 12279; 12305; 12307; 12309; 12347; 12349; 12351; 12353; 12355; 12357; 12359; 12435; 12437; 12439; 12459; 12487; 12489; 12524; 12526; 12527; 12555; 12557; 12559; 12587; 12589; 12619; 12621; 12623; 12627; 12629; 12679; 12681; 12683; 12685; 12687; 12689; 13051; 13053; 13055; 13057; 13059; 13086; 13088; 13089; 13125; 13127; 13129; 13156; 13158; 13159; 13187; 13189; 13347; 13349; 13351; 13353; 13355; 13357; 13359; 13403; 13405; 13407; 13409; 13435; 13437; 13439; 13465; 13467; 13469; 13503; 13505; 13507; 13509; 13581; 13583; 13585; 13587; 13589; 13591; 13593; 13595; 13597; 13599; 13627; 13629; 14050; 14052; 14053; 14055; 14057; 14059; 14089; 14109; 14129; 14163; 14165; 14167; 14169; 14193; 14195; 14197; 14199; 16356; 15732; 16321; 12529; 12529; 15566; 16352; 16341; 12625; 16341
00493301,Oranienburg,Brandenburg,16556; 16515; 16767; 16565; 16515; 16515; 16515
00493302,Hennigsdorf,Brandenburg,16761; 16540; 14641; 16761
00493303,Birkenwerder,Brandenburg,16562; 16547; 16540
00493304,Velten,Brandenburg,16727; 16727; 16727; 16766; 16727
004933051,Nassenheide,Brandenburg,16515; 16515; 16515
004933052,Leegebruch,Brandenburg,16727; 16767
004933053,Zehlendorf Kr Oberhavel,Brandenburg,16515; 16515; 16515
004933054,Liebenwalde,Brandenburg,16559; 16559; 16559; 16515
004933055,Kremmen,Brandenburg,16766; 16766; 16766; 16766; 16515; 16766; 16727; 16766; 16766; 16727
004933056,Mühlenbeck Kr Oberhavel,Brandenburg,16548; 16567; 16552; 16567; 16352
00493306,Gransee,Brandenburg,16775; 16775; 16775; 16775; 16775; 16775
00493307,Zehdenick,Brandenburg,16775; 16775; 16775; 16775; 16775; 16792; 16792; 16792
004933080,Marienthal Kr Oberhavel,Brandenburg,16775; 16775; 16775; 16775; 16775
004933082,Menz Kr Oberhavel,Brandenburg,16775; 16775; 16775; 16775; 16775
004933083,Schulzendorf Kr Oberhavel,Brandenburg,16775; 16775; 16775; 16775; 16775
004933084,Gutengermendorf,Brandenburg,16775; 16775; 16775
004933085,Seilershof,Brandenburg,16775; 16775; 16775
004933086,Grieben Kr Oberhavel,Brandenburg,16775
004933087,Bredereiche,Brandenburg,16775; 16775; 16775
004933088,Falkenthal,Brandenburg,16775; 16775
004933089,Himmelpfort,Brandenburg,16798; 16775
004933093,Fürstenberg Havel,Brandenburg,16798; 16798; 16798; 16798
004933094,Löwenberg,Brandenburg,16775; 16775; 16775; 16515
0049331,Potsdam,Brandenburg,14476; 14476; 14476; 14476; 14467; 14469; 14471; 14473; 14478; 14480; 14482; 15913
004933200,Bergholz-Rehbrücke,Brandenburg,14558; 14532; 14532; 14532; 14552
004933201,Gross Glienicke,Brandenburg,14476; 14476
004933202,Töplitz,Brandenburg,14476; 14476
004933203,Kleinmachnow,Brandenburg,14532
004933204,Beelitz Mark,Brandenburg,14547; 14547; 14547; 14547; 14547; 14943; 14547; 14547; 14547; 14547; 14547; 14547; 14547; 14547; 14547
004933205,Michendorf,Brandenburg,14552; 14557; 14552; 14554; 14552; 14552; 14557
004933206,Fichtenwalde,Brandenburg,14547; 14547
004933207,Gross Kreutz,Brandenburg,14550; 14550; 14550; 14542; 14778; 14550; 14778; 14550; 14550; 14778; 14550
004933208,Fahrland,Brandenburg,14476; 14476; 14476; 14476; 14476; 14476
004933209,Caputh,Brandenburg,14548; 14548; 14542
00493321,Nauen Brandenb,Brandenburg,14641; 14641; 14641; 14641; 14641; 14641; 14641; 14641; 14641; 14641
00493322,Falkensee,Brandenburg,14624; 14612; 14624; 14621; 14612
004933230,Börnicke Kr Havelland,Brandenburg,14641; 14641; 14715; 14641; 14641; 14641; 14641; 14641
004933231,Pausin,Brandenburg,14641; 14641
004933232,Brieselang,Brandenburg,14656; 14656
004933233,Ketzin,Brandenburg,14641; 14641; 14669; 14669; 14641; 14669; 14641; 14669
004933234,Wustermark,Brandenburg,14641; 14641; 14627; 14641; 14641; 14641; 14641; 14641
004933235,Friesack,Brandenburg,14728; 14662; 14728; 14728; 14662; 14662; 14662; 14662
004933237,Paulinenaue,Brandenburg,14641; 16833; 14641; 14641; 14641; 14641; 14641; 14641
004933238,Senzke,Brandenburg,14662; 14662
004933239,Gross Behnitz,Brandenburg,14641; 14641; 14641; 14641; 14641; 14641
00493327,Werder Havel,Brandenburg,14542; 14542; 14542; 14542; 14542; 14542; 14542; 14542; 14542; 14542; 14542
00493328,Teltow,Brandenburg,14513
00493329,Stahnsdorf,Brandenburg,14532; 14532; 14532
00493331,Angermünde,Brandenburg,16278; 16278; 16278; 16278; 16278; 16278; 16278
00493332,Schwedt/Oder,Brandenburg,16306; 16306; 16306; 16306; 16303; 16306; 16306
004933331,Casekow,Brandenburg,16306; 16306; 16306; 16306; 16306; 16306; 16306; 16306; 16306; 16306; 16306
004933332,Gartz Oder,Brandenburg,16306; 16307; 16307; 16307
004933333,Tantow,Brandenburg,16307; 16307; 16307; 16307; 16307; 16307
004933334,Greiffenberg,Brandenburg,16278; 16278; 16278; 16278; 16278; 16278; 16278
004933335,Pinnow Kr Uckermark,Brandenburg,16278; 16306; 16278; 16278; 16278; 16278
004933336,Passow Kr Uckermark,Brandenburg,16306; 16278; 16306; 16306; 16306; 16306
004933337,Altkünkendorf,Brandenburg,16278; 16278
004933338,Stolpe/Oder,Brandenburg,16278; 16278; 16278; 16278; 16278; 16278
00493334,Eberswalde,Brandenburg,16230; 16230; 16230; 16225; 16227; 16230; 16230; 16230
00493335,Finowfurt,Brandenburg,16244; 16348
004933361,Joachimsthal,Brandenburg,16247; 16247; 16247; 16247
004933362,Liepe Kr Barnim,Brandenburg,16230; 16248; 16248; 16248
004933363,Altenhof Kr Barnim,Brandenburg,16244; 16244; 16244
004933364,Gross Ziethen Kr Barnim,Brandenburg,16247; 16247; 16230; 16230
004933365,Lüdersdorf Kr Barnim,Brandenburg,16248; 16248; 16248; 16248; 16248
004933366,Chorin,Brandenburg,16230; 16230
004933367,Friedrichswalde Brandenb,Brandenburg,16247
004933368,Hohensaaten,Brandenburg,16248; 16259
004933369,Oderberg,Brandenburg,16259; 16259; 16259; 16248
00493337,Biesenthal Brandenb,Brandenburg,16359; 16321; 16230; 16356; 16348; 16230
00493338,Bernau Brandenb,Brandenburg,16321; 16321; 16321; 16321; 16321; 16306; 16321
004933393,Gross Schönebeck Kr Barnim,Brandenburg,16348; 16559
004933394,Blumberg Kr Barnim,Brandenburg,16356; 16356
004933395,Zerpenschleuse,Brandenburg,16348; 16348; 16348
004933396,Klosterfelde,Brandenburg,16348; 16348
004933397,Wandlitz,Brandenburg,16352; 16359; 16348; 16348; 16515
004933398,Werneuchen,Brandenburg,16356; 16356; 16356; 16259; 16356; 16356; 16356
00493341,Strausberg,Brandenburg,15345; 15345; 15345; 15345; 15344; 15345
00493342,Neuenhagen b Berlin,Brandenburg,15366; 15366; 15374; 15366; 15366; 15366
004933432,Müncheberg,Brandenburg,15518; 15374; 15518; 15345; 15374; 15518
004933433,Buckow Märk Schweiz,Brandenburg,15377; 15377; 15377; 15377; 15377
004933434,Herzfelde b Strausberg,Brandenburg,15378; 15345; 15345; 15345; 15345
004933435,Rehfelde,Brandenburg,15345; 15345; 15345; 15345; 15345
004933436,Prötzel,Brandenburg,15377; 16269; 15345; 15345; 15345; 16269
004933437,Reichenberg b Strausberg,Brandenburg,15377; 15377; 15377; 15377
004933438,Altlandsberg,Brandenburg,15345; 15345; 16356
004933439,Fredersdorf-Vogelsdorf,Brandenburg,15370; 15345; 15370; 15370
00493344,Bad Freienwalde,Brandenburg,16259; 16259
004933451,Heckelberg,Brandenburg,16259; 16259; 16259; 16259; 16230; 16259; 16259; 16259; 16259; 16259; 16259; 16259
004933452,Neulewin,Brandenburg,16259; 16259; 15324; 16259
004933454,Wölsickendorf/Wollenberg,Brandenburg,16259; 16259
004933456,Wriezen,Brandenburg,16259; 16269; 16259; 16269; 16269; 16269
004933457,Altreetz,Brandenburg,16259; 16259; 16259; 16259; 16259; 16259; 16259; 16259; 16259
004933458,Falkenberg Mark,Brandenburg,16259; 16259; 16259; 16248
00493346,Seelow,Brandenburg,15306; 15306; 15306; 15306; 15306; 15306
004933470,Lietzen,Brandenburg,15306; 15306
004933472,Golzow b Seelow,Brandenburg,15328; 15328; 15328; 15328
004933473,Zechin,Brandenburg,15328; 15328; 15324; 15328
004933474,Neutrebbin,Brandenburg,15320; 16259; 15328; 15320; 15324
004933475,Letschin,Brandenburg,15324; 15324; 15324; 15324; 15324
004933476,Neuhardenberg,Brandenburg,15320; 15320; 15320; 15320
004933477,Trebnitz b Müncheberg,Brandenburg,15320; 15306; 15320; 15306
004933478,Gross Neuendorf,Brandenburg,15324; 15324; 15324; 15324
004933479,Küstrin-Kietz,Brandenburg,15328; 15328
0049335,Frankfurt (Oder),Brandenburg,NA
004933601,Podelzig,Brandenburg,15328; 15326; 15328; 15328; 15306
004933602,Alt Zeschdorf,Brandenburg,15306; 15326; 15306; 15326; 15306; 15326; 15236; 15326; 15326
004933603,Falkenhagen b Seelow,Brandenburg,15306
004933604,Lebus,Brandenburg,15326
004933605,Boossen,Brandenburg,NA
004933606,Müllrose,Brandenburg,15299
004933607,Briesen Mark,Brandenburg,15518; 15518; 15518
004933608,Jacobsdorf Mark,Brandenburg,15236; 15236; 15236; 15236; 15236
004933609,Brieskow-Finkenheerd,Brandenburg,15295; 15295
00493361,Fürstenwalde Spree,Brandenburg,15517; 15518; 15518; 15518
00493362,Erkner,Brandenburg,15537; 15537; 15537; 15537; 15537; 15569
004933631,Bad Saarow-Pieskow,Brandenburg,15526; 15526; 15526; 15518; 15526
004933632,Hangelsberg,Brandenburg,15518; 15528
004933633,Spreenhagen,Brandenburg,15518; 15528; 15528; 15528; 15528
004933634,Berkenbrück Kr Oder-Spree,Brandenburg,15518
004933635,Arensdorf Kr Oder-Spree,Brandenburg,15518; 15518; 15518
004933636,Steinhöfel Kr Oder-Spree,Brandenburg,15518; 15518; 15518
004933637,Beerfelde,Brandenburg,15518; 15518; 15518
004933638,Rüdersdorf b Berlin,Brandenburg,15378; 15562; 15370
00493364,Eisenhüttenstadt,Brandenburg,15890; 15890
004933652,Neuzelle,Brandenburg,15890; 15898; 15890; 15898; 15898; 15898; 15898; 15898
004933653,Ziltendorf,Brandenburg,15890; 15295; 15295
004933654,Fünfeichen,Brandenburg,15890; 15890; 15890; 15890
004933655,Grunow Kr Oder-Spree,Brandenburg,15299; 15299; 15299; 15890
004933656,Bahro,Brandenburg,15898; 15898; 15898; 15898; 15898
004933657,Steinsdorf Brandenb,Brandenburg,15898; 15898; 15898; 15898
00493366,Beeskow,Brandenburg,15848; 15848; 15848; 15848; 15848; 15848; 15848; 15848; 15848; 15848; 15848; 15848
004933671,Lieberose,Brandenburg,15868; 15868; 15868; 15868; 15868; 15913; 15868; 15868; 15868; 15868; 15868
004933672,Pfaffendorfb Beeskow,Brandenburg,15848; 15848; 15848; 15864; 15864; 15848; 15848; 15848; 15848; 15848; 15848; 15848
004933673,Weichensdorf,Brandenburg,15868
004933674,Trebatsch,Brandenburg,15848; 15848; 15848; 15848
004933675,Tauche,Brandenburg,15848; 15848; 15848; 15848; 15848; 15848
004933676,Friedland b Beeskow,Brandenburg,15848; 15848; 15848
004933677,Glienicke b Beeskow,Brandenburg,15864; 15864; 15864; 15864; 15864; 15864; 15864; 15848
004933678,Storkow Mark,Brandenburg,15859; 15859; 15848; 15859; 15859; 15859; 15518; 15859; 15859; 15859; 15859; 15859; 15859; 15859
004933679,Wendisch Rietz,Brandenburg,15864; 15864
004933701,Grossbeeren,Brandenburg,15831; 14979; 14979; 14979; 14532
004933702,Wünsdorf,Brandenburg,15838; 15838; 15838; 15838
004933703,Sperenberg,Brandenburg,15806; 15838; 15838; 15806; 15806; 15838
004933704,Baruth Mark,Brandenburg,15837; 15837; 15837; 15837; 15837; 15837; 15837; 15837; 15837; 15838
004933708,Rangsdorf,Brandenburg,15827; 15831; 15834; 15834; 15834
00493371,Luckenwalde,Brandenburg,14943; 14947
00493372,Jüterbog,Brandenburg,14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913
004933731,Trebbin,Brandenburg,14959; 15806; 14959; 14974; 14959; 14959; 14943; 14974; 15806; 14959; 14959; 14974; 14959; 14943
004933732,Hennickendorf b Luckenwalde,Brandenburg,NA
004933733,Stülpe,Brandenburg,NA
004933734,Felgentreu,Brandenburg,NA
004933741,Niedergörsdorf,Brandenburg,14913; 14913; 14913; 14913; 14913; 14913; 14913
004933742,Oehna Brandenb,Brandenburg,14913; 14913; 14913
004933743,Blönsdorf,Brandenburg,14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913
004933744,Hohenseefeld,Brandenburg,14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913
004933745,Petkus,Brandenburg,14913; 14913; 14913; 14913; 14913; 14913
004933746,Werbig b Jüterbog,Brandenburg,14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913
004933747,Marzahna,Brandenburg,14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913; 14913
004933748,Treuenbrietzen,Brandenburg,14913; 14822; 14822; 14929; 14929; 14913; 14929; 14929; 14913; 14929; 14822; 14929; 14929
00493375,Königs Wusterhausen,Brandenburg,15758; 15758; 15711; 15711; 15751; 15751; 15711; 15754; 15537; 15711; 15758
004933760,Münchehofe Kr Dahme-Spreewald,Brandenburg,15859; 15748
004933762,Zeuthen,Brandenburg,15831; 15749; 15741; 15732; 15732; 15745; 15738
004933763,Bestensee,Brandenburg,15741; 15741
004933764,Mittenwalde Mark,Brandenburg,15749; 15749; 15749; 15749; 15749; 15806
004933765,Märkisch Buchholz,Brandenburg,15748; 15757; 15757; 15757; 15748; 15748; 15748; 15757
004933766,Teupitz,Brandenburg,15755; 15746; 15757; 15755; 15755; 15755; 15755
